D4ACN5uMEx470nmA,,D4ACN5uMEx460nmA,,D4ACN5uMEx450nmA,,D4ACN5uMEx440nmA,,D4ACN5uMEx430nmA,,D4ACN5uMEx420nmA,,D4ACN5uMEx410nmA,,D4ACN5uMEx400nmA,,D4ACN5uMEx470nmB,,D4ACN5uMEx460nmB,,D4ACN5uMEx450nmB,,D4ACN5uMEx440nmB,,D4ACN5uMEx430nmB,,D4ACN5uMEx420nmB,,D4ACN5uMEx410nmB,,D4ACN5uMEx400nmB,,D4ACN5uMEx470nmC,,D4ACN5uMEx460nmC,,D4ACN5uMEx450nmC,,D4ACN5uMEx440nmC,,D4ACN5uMEx430nmC,,D4ACN5uMEx420nmC,,D4ACN5uMEx410nmC,,D4ACN5uMEx400nmC,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
520,13.43584251,510,50.02809906,500,151.799469,490,287.1408386,480,352.6264038,470,250.921936,460,123.5155945,450,42.28705978,520,13.4236517,510,50.4955864,500,151.0674133,490,288.4306335,480,353.0483093,470,251.4744415,460,124.9797592,450,42.87739944,520,13.36106873,510,50.07592773,500,151.4859009,490,287.0139465,480,350.7697144,470,248.8425446,460,123.3637848,450,43.07342911
521.0599976,13.19584846,511.0400085,49.65447998,501.0400085,152.016037,491.0599976,291.0967102,481.0599976,366.1068726,471.0599976,264.4666443,461.0599976,134.3610382,451.0599976,48.63596725,521.0599976,13.24116325,511.0400085,50.61714172,501.0400085,152.8798218,491.0599976,292.7233582,481.0599976,364.8888245,471.0599976,265.940033,461.0599976,135.6015015,451.0599976,48.93029022,521.0599976,13.08640671,511.0400085,49.98241043,501.0400085,151.9050293,491.0599976,291.0228577,481.0599976,361.7775879,471.0599976,262.7525635,461.0599976,135.0588837,451.0599976,48.07040787
521.960022,13.00626087,511.9400024,49.31617355,501.9400024,151.8789825,491.9599915,294.7260742,481.9599915,373.4188232,471.9599915,276.9009399,461.9599915,145.7677307,451.9599915,53.38965988,521.960022,13.18669033,511.9400024,49.91075134,501.9400024,152.8246918,491.9599915,296.4015198,481.9599915,375.8234253,471.9599915,277.8419189,461.9599915,147.0373993,451.9599915,53.76170349,521.960022,13.226861,511.9400024,50.09717941,501.9400024,152.094696,491.9599915,295.0123291,481.9599915,371.6259155,471.9599915,275.8937988,461.9599915,146.0650787,451.9599915,53.86417007
523.0300293,13.05280209,512.9799805,49.82389069,502.980011,152.5608215,493.0299988,298.9569702,483.0299988,384.392334,473.0299988,292.4475098,463.0299988,158.8950958,453.0299988,59.96447754,523.0300293,13.23942947,512.9799805,49.57754898,502.980011,152.7198181,493.0299988,300.2756958,483.0299988,386.9085083,473.0299988,293.1410217,463.0299988,159.5032043,453.0299988,60.9833374,523.0300293,13.07777119,512.9799805,49.43388748,502.980011,152.2847443,493.0299988,297.8909607,483.0299988,382.8504333,473.0299988,289.0971985,463.0299988,158.7736206,453.0299988,60.55937958
523.9299927,12.57137299,514.0200195,49.21942139,504.019989,151.7344666,493.9299927,301.4064331,483.9299927,394.6861572,473.9299927,305.4840698,463.9299927,169.6976929,453.9299927,65.77536774,523.9299927,12.87423611,514.0200195,49.14300919,504.019989,153.1826019,493.9299927,302.522644,483.9299927,396.0496521,473.9299927,306.7419434,463.9299927,171.4524689,453.9299927,66.49054718,523.9299927,12.92407131,514.0200195,49.3345871,504.019989,151.6043243,493.9299927,301.5030823,483.9299927,391.6340332,473.9299927,304.5507507,463.9299927,170.9867859,453.9299927,67.3577652
525,12.62654209,515.0700073,48.37473297,505.0700073,151.7091064,495,303.2631531,485,405.0960693,475,318.4706421,465,183.3427887,455,74.38396454,525,12.8394022,515.0700073,48.65134811,505.0700073,152.4234314,495,304.575592,485,406.2498779,475,320.2723389,465,183.7521667,455,74.35601044,525,12.85798836,515.0700073,48.62420273,505.0700073,152.1513824,495,303.6225586,485,403.6277771,475,317.1826477,465,182.8649597,455,75.054039
526.0599976,12.41957378,515.9699707,48.31663513,505.9700012,150.9935455,496.0599976,306.5282593,486.0599976,414.6455383,476.0599976,332.2994995,466.0599976,196.8437805,456.0599976,82.42925262,526.0599976,12.6322937,515.9699707,49.05921173,505.9700012,152.402771,496.0599976,308.1111755,486.0599976,415.8238525,476.0599976,333.2189026,466.0599976,197.4487762,456.0599976,82.04167175,526.0599976,12.76904392,515.9699707,48.50598145,505.9700012,151.2214813,496.0599976,305.7577209,486.0599976,412.4683228,476.0599976,330.4838867,466.0599976,196.8228607,456.0599976,82.88005829
526.960022,12.32674122,517.0100098,47.74500275,507.0100098,151.0235138,496.9599915,308.0476379,486.9599915,421.4080505,476.9599915,344.4663696,466.9599915,208.7715607,456.9599915,90.23099518,526.960022,12.64626884,517.0100098,47.74197769,507.0100098,151.3580017,496.9599915,308.5596619,486.9599915,423.1015625,476.9599915,345.4024048,466.9599915,210.4922333,456.9599915,90.99346924,526.960022,12.40284348,517.0100098,47.80644608,507.0100098,150.660141,496.9599915,308.0297852,486.9599915,419.8712463,476.9599915,342.6578674,466.9599915,208.7783203,456.9599915,90.71652985
528.0300293,12.29776669,518.0499878,47.61687469,508.0499878,150.1826935,498.0299988,309.0968933,488.0299988,429.0995178,478.0299988,358.4942322,468.0299988,223.320343,458.0299988,99.73806763,528.0300293,12.45823002,518.0499878,47.18970871,508.0499878,150.9205017,498.0299988,310.9541321,488.0299988,430.7034912,478.0299988,360.6588745,468.0299988,224.3556213,458.0299988,100.4234619,528.0300293,12.44464111,518.0499878,46.92164993,508.0499878,149.7991028,498.0299988,309.6348572,488.0299988,429.5014343,478.0299988,355.7154541,468.0299988,222.9634857,458.0299988,100.2912292
528.9299927,11.91627979,518.9500122,46.34699249,508.9500122,149.766922,498.9299927,310.1749268,488.9299927,438.5270386,478.9299927,371.3719177,468.9299927,235.5911255,458.9299927,108.2006302,528.9299927,12.57270145,518.9500122,46.87493896,508.9500122,150.329361,498.9299927,312.6366577,488.9299927,437.8985901,478.9299927,372.3405457,468.9299927,238.0938721,458.9299927,108.9521561,528.9299927,12.0796442,518.9500122,46.67004776,508.9500122,149.8881226,498.9299927,311.3292847,488.9299927,435.6825256,478.9299927,369.0759277,468.9299927,235.1025391,458.9299927,107.9153595
530,11.93414116,520,46.56700134,510,148.3272247,500,311.381134,490,443.9533386,480,383.6443176,470,248.4530945,460,119.2935333,530,12.04417038,520,46.84902954,510,149.1669617,500,312.7962341,490,445.989563,480,386.0050964,470,249.7620087,460,119.5211258,530,12.11161804,520,46.33081436,510,149.3593292,500,311.6567078,490,443.0506287,480,381.5123291,470,250.3586426,460,118.9132767
531.039978,11.76007938,521.0599976,45.92814636,511.0400085,148.481369,501.0400085,312.8955688,491.0599976,452.4214783,481.0599976,397.1410522,471.0599976,262.3647156,461.0599976,129.6101227,531.039978,11.95576191,521.0599976,45.97848892,511.0400085,147.9669952,501.0400085,314.5603638,491.0599976,452.5297852,481.0599976,397.7233582,471.0599976,264.1213684,461.0599976,130.9669495,531.039978,11.76282024,521.0599976,45.68598557,511.0400085,148.1264343,501.0400085,312.2670288,491.0599976,451.9942322,481.0599976,395.2704468,471.0599976,262.4390564,461.0599976,129.6642761
531.9400024,11.43875885,521.960022,45.04988861,511.9400024,147.2559662,501.9400024,312.6492615,491.9599915,457.0836182,481.9599915,407.439209,471.9599915,276.9899597,461.9599915,141.0623932,531.9400024,11.9926548,521.960022,45.5163269,511.9400024,147.3830719,501.9400024,314.4766541,491.9599915,458.8044128,481.9599915,407.3771667,471.9599915,277.1377258,461.9599915,141.4839783,531.9400024,11.83126545,521.960022,45.74671936,511.9400024,147.1950684,501.9400024,313.1803589,491.9599915,454.4697876,481.9599915,404.4864807,471.9599915,274.5979004,461.9599915,140.3238068
532.9799805,11.45475388,523.0300293,44.79819107,512.9799805,145.9839478,502.980011,313.2310791,493.0299988,461.5160522,483.0299988,419.2536316,473.0299988,291.3221436,463.0299988,152.4198608,532.9799805,11.30185986,523.0300293,44.88299179,512.9799805,146.6744232,502.980011,315.6440125,493.0299988,464.1086731,483.0299988,421.2802734,473.0299988,291.9939575,463.0299988,153.7202148,532.9799805,11.73085499,523.0300293,44.51130676,512.9799805,146.1837006,502.980011,313.913147,493.0299988,460.2802734,483.0299988,416.9102783,473.0299988,290.2901917,463.0299988,153.0191956
534.0200195,11.43323517,523.9299927,44.37185669,514.0200195,144.9892731,504.019989,312.3999634,493.9299927,465.2715759,483.9299927,429.773407,473.9299927,302.2466125,463.9299927,163.7045593,534.0200195,11.57604599,523.9299927,44.75393677,514.0200195,145.615097,504.019989,314.5283813,493.9299927,468.4191589,483.9299927,431.3856812,473.9299927,305.6195374,463.9299927,163.7853546,534.0200195,11.41683483,523.9299927,44.09734344,514.0200195,144.7942505,504.019989,312.8968201,493.9299927,464.6331177,483.9299927,427.5685425,473.9299927,303.653717,463.9299927,164.412735
535.0700073,10.75202847,525,43.41704941,515.0700073,143.6401062,505.0700073,310.8027649,495,471.0104065,485,440.4902954,475,317.545166,465,176.2641296,535.0700073,11.21893406,525,44.13282394,515.0700073,144.6015472,505.0700073,314.3330688,495,472.6403503,485,441.6176758,475,320.0922241,465,176.8557129,535.0700073,10.72237587,525,43.78403473,515.0700073,144.0405273,505.0700073,311.0713196,495,468.4823303,485,437.346344,475,317.0201111,465,176.6611481
535.9699707,11.13525581,526.0599976,43.02194214,515.9699707,142.0578308,505.9700012,311.1870728,496.0599976,474.1984863,486.0599976,450.6077576,476.0599976,330.8544312,466.0599976,188.5126038,535.9699707,11.26946259,526.0599976,43.57706451,515.9699707,143.4254608,505.9700012,312.1438904,496.0599976,477.0895691,486.0599976,453.4411316,476.0599976,332.2376709,466.0599976,189.5417175,535.9699707,10.96952915,526.0599976,43.20693588,515.9699707,142.8536377,505.9700012,311.957489,496.0599976,472.2858582,486.0599976,447.1167297,476.0599976,330.673584,466.0599976,188.1990356
537.0100098,10.73755455,526.960022,42.4835968,517.0100098,141.0379486,507.0100098,310.3365784,496.9599915,475.9527283,486.9599915,458.1914673,476.9599915,342.3607483,466.9599915,201.4429626,537.0100098,10.76606941,526.960022,43.15294266,517.0100098,141.808548,507.0100098,311.8820496,496.9599915,478.1604004,486.9599915,458.6878052,476.9599915,344.2961121,466.9599915,200.9176178,537.0100098,10.84598732,526.960022,42.78680038,517.0100098,141.4320374,507.0100098,310.8331604,496.9599915,475.060791,486.9599915,456.0410156,476.9599915,341.0874634,466.9599915,199.7153625
538.0499878,10.92872524,528.0300293,42.06332016,518.0499878,139.6883392,508.0499878,308.3363953,498.0299988,480.1661072,488.0299988,468.632843,478.0299988,356.2107849,468.0299988,214.9438782,538.0499878,10.77082825,528.0300293,42.59564209,518.0499878,139.7667236,508.0499878,311.1747437,498.0299988,481.267334,488.0299988,468.8304749,478.0299988,359.2818298,468.0299988,215.8067627,538.0499878,10.7093401,528.0300293,42.23598862,518.0499878,139.4270477,508.0499878,309.724823,498.0299988,478.2967224,488.0299988,465.3877869,478.0299988,354.5235901,468.0299988,214.9988556
538.9500122,10.34296417,528.9299927,41.78452301,518.9500122,138.1534576,508.9500122,307.0900269,498.9299927,481.6578674,488.9299927,476.678833,478.9299927,369.1669617,468.9299927,227.5710754,538.9500122,10.50106144,528.9299927,41.91452789,518.9500122,138.920929,508.9500122,309.4771729,498.9299927,483.5761108,488.9299927,476.8109741,478.9299927,371.0857544,468.9299927,228.270401,538.9500122,10.57170486,528.9299927,41.81753159,518.9500122,138.663559,508.9500122,308.4906311,498.9299927,479.4888611,488.9299927,472.3208618,478.9299927,369.4929199,468.9299927,225.8963623
540,10.35622692,530,41.05674744,520,136.5447845,510,305.2079163,500,483.5026855,490,483.7704468,480,382.8910522,470,239.6555023,540,10.44613552,530,41.04138184,520,137.3380432,510,307.3535461,500,484.7997131,490,484.977356,480,384.0112915,470,240.9369049,540,10.68111229,530,41.24622345,520,137.5322266,510,307.0286255,500,481.2728271,490,480.9382324,480,380.8445129,470,239.0669556
541.039978,10.17318344,531.039978,40.68665314,521.0599976,134.5389709,511.0400085,303.3729553,501.0400085,483.0304565,491.0599976,491.2007751,481.0599976,395.2282104,471.0599976,252.5258331,541.039978,10.60905457,531.039978,40.80450821,521.0599976,135.3732147,511.0400085,305.1843872,501.0400085,485.9160461,491.0599976,491.5497437,481.0599976,395.6448364,471.0599976,252.4538879,541.039978,10.29614449,531.039978,40.6986618,521.0599976,135.2264099,511.0400085,304.3786316,501.0400085,481.5917664,491.0599976,488.1029663,481.0599976,394.0258179,471.0599976,252.3007355
541.9400024,10.02913857,531.9400024,40.52103424,521.960022,133.1228333,511.9400024,301.4543152,501.9400024,485.2099304,491.9599915,496.5594177,481.9599915,404.5061951,471.9599915,265.9797058,541.9400024,10.66946697,531.9400024,40.061306,521.960022,133.9640045,511.9400024,304.473175,501.9400024,484.7377014,491.9599915,497.496521,481.9599915,407.8407288,471.9599915,265.4697266,541.9400024,10.24411774,531.9400024,40.32626724,521.960022,133.8733978,511.9400024,302.7618713,501.9400024,481.5982056,491.9599915,495.0413818,481.9599915,402.954834,471.9599915,264.0016785
542.9799805,10.20008564,532.9799805,39.91255951,523.0300293,130.5500641,512.9799805,298.4260254,502.980011,485.1774597,493.0299988,502.3285217,483.0299988,416.5281067,473.0299988,280.4442444,542.9799805,10.34929657,532.9799805,39.69358063,523.0300293,132.5951691,512.9799805,300.8658142,502.980011,486.2432251,493.0299988,504.4735107,483.0299988,418.0381775,473.0299988,280.144989,542.9799805,10.0628624,532.9799805,39.67411041,523.0300293,132.1305695,512.9799805,299.3412781,502.980011,481.7542419,493.0299988,499.649292,483.0299988,415.4147339,473.0299988,277.7697144
544.0200195,10.08279896,534.0200195,39.0741806,523.9299927,130.0306091,514.0200195,295.2415161,504.019989,484.6337585,493.9299927,507.3386536,483.9299927,428.7807617,473.9299927,293.118988,544.0200195,9.929377556,534.0200195,38.8750267,523.9299927,130.9273071,514.0200195,298.9696045,504.019989,484.8191223,493.9299927,508.8304138,483.9299927,428.7723999,473.9299927,293.6530457,544.0200195,10.01525784,534.0200195,38.75915909,523.9299927,129.5620117,514.0200195,296.6746216,504.019989,481.9314575,493.9299927,505.4063721,483.9299927,426.3060608,473.9299927,291.6704102
545.0700073,9.62922287,535.0700073,38.21560669,525,128.710556,515.0700073,292.3821106,505.0700073,482.4538574,495,510.8598022,485,438.9259033,475,305.6337585,545.0700073,9.970542908,535.0700073,38.46667862,525,128.482666,515.0700073,295.5047913,505.0700073,484.9711914,495,512.37854,485,439.4521179,475,304.2756958,545.0700073,10.05466652,535.0700073,38.05938721,525,128.2745667,515.0700073,293.2841187,505.0700073,480.6239929,495,508.9057617,485,436.0248718,475,305.1414185
545.9699707,9.495305061,535.9699707,37.3849144,526.0599976,126.212326,515.9699707,290.5942078,505.9700012,481.414978,496.0599976,515.1172485,486.0599976,448.633667,476.0599976,317.4049072,545.9699707,9.690078735,535.9699707,37.99176025,526.0599976,127.2749634,515.9699707,293.0112,505.9700012,483.5335999,496.0599976,516.359436,486.0599976,450.8048401,476.0599976,319.4174194,545.9699707,9.602312088,535.9699707,38.00617218,526.0599976,126.2952423,515.9699707,291.8027039,505.9700012,478.9059753,496.0599976,512.4851685,486.0599976,448.0792847,476.0599976,317.5928345
547.0100098,9.302555084,537.0100098,36.88646317,526.960022,124.3733139,517.0100098,286.8809814,507.0100098,479.9440613,496.9599915,518.3565674,486.9599915,456.6923218,476.9599915,329.8913574,547.0100098,9.506623268,537.0100098,36.87255096,526.960022,125.3713837,517.0100098,288.3556213,507.0100098,480.7202759,496.9599915,519.7461548,486.9599915,458.7875671,476.9599915,329.4723206,547.0100098,9.521541595,537.0100098,37.04040909,526.960022,125.4518509,517.0100098,287.9087524,507.0100098,478.4627075,496.9599915,516.0899048,486.9599915,455.824585,476.9599915,329.3679504
548.0499878,9.339868546,538.0499878,36.07571793,528.0300293,122.2813873,518.0499878,283.5297241,508.0499878,476.1873779,498.0299988,520.4988403,488.0299988,465.5740051,478.0299988,343.3823547,548.0499878,9.382816315,538.0499878,36.59232712,528.0300293,122.3552856,518.0499878,285.8312988,508.0499878,478.8060608,498.0299988,521.8330078,488.0299988,466.6789856,478.0299988,342.424408,548.0499878,9.232103348,538.0499878,36.22249985,528.0300293,123.0389862,518.0499878,285.1071167,508.0499878,476.1108398,498.0299988,519.2737427,488.0299988,464.4462891,478.0299988,341.5852051
548.9500122,9.278134346,538.9500122,35.68606567,528.9299927,120.889595,518.9500122,281.5988464,508.9500122,475.8161926,498.9299927,523.5588989,488.9299927,472.9114075,478.9299927,355.0321045,548.9500122,9.188076973,538.9500122,35.74964142,528.9299927,122.1380463,518.9500122,282.9952393,508.9500122,477.2861023,498.9299927,525.1479492,488.9299927,473.3143311,478.9299927,356.0965271,548.9500122,9.145281792,538.9500122,36.01582718,528.9299927,121.4093246,518.9500122,282.5741882,508.9500122,472.4688416,498.9299927,520.4312134,488.9299927,471.2979126,478.9299927,355.4170532
550,8.961916924,540,34.99320602,530,119.4756622,520,277.7806702,510,471.9761047,500,524.9758911,490,479.9150085,480,365.9715271,550,8.959650993,540,34.99917984,530,120.1310883,520,279.2963867,510,473.9309998,500,526.0084839,490,482.8058472,480,367.6207886,550,9.145197868,540,35.20135498,530,119.6668167,520,278.2410889,510,472.0735474,500,521.9457397,490,479.6425476,480,365.9964294
551.0200195,8.844390869,541.039978,34.4451561,531.039978,117.1064606,521.0599976,273.8192444,511.0400085,469.5914612,501.0400085,525.4003296,491.0599976,487.4063416,481.0599976,380.2808838,551.0200195,9.003358841,541.039978,34.50160217,531.039978,118.752243,521.0599976,276.048645,511.0400085,471.4447021,501.0400085,526.1977539,491.0599976,490.5027771,481.0599976,379.5433655,551.0200195,9.170871735,541.039978,34.54380417,531.039978,117.3038788,521.0599976,274.5458069,511.0400085,468.4442749,501.0400085,522.5751343,491.0599976,487.648468,481.0599976,377.7075195
552.0499878,8.66313076,541.9400024,33.94508743,531.9400024,115.0800018,521.960022,269.0458374,511.9400024,466.4951782,501.9400024,525.8456421,491.9599915,494.2009277,481.9599915,388.0498657,552.0499878,8.771712303,541.9400024,33.93373489,531.9400024,115.9898071,521.960022,271.3985596,511.9400024,466.4863892,501.9400024,526.9346313,491.9599915,497.1257629,481.9599915,388.9701538,552.0499878,8.775047302,541.9400024,34.09215927,531.9400024,116.1255417,521.960022,272.154541,511.9400024,465.7629395,501.9400024,523.3650513,491.9599915,492.0892029,481.9599915,387.2227478
552.9400024,8.87951088,542.9799805,33.3121109,532.9799805,114.1118469,523.0300293,266.8556824,512.9799805,461.3890381,502.980011,526.2471313,493.0299988,499.1263123,483.0299988,400.9101563,552.9400024,8.5817976,542.9799805,33.53848648,532.9799805,114.8716583,523.0300293,269.8156433,512.9799805,464.1019592,502.980011,526.6416626,493.0299988,501.9169312,483.0299988,401.1290894,552.9400024,8.367558479,542.9799805,33.47743988,532.9799805,113.4831619,523.0300293,267.3302612,512.9799805,460.9508667,502.980011,522.2180786,493.0299988,498.4331665,483.0299988,399.9833374
553.9699707,8.3673563,544.0200195,32.74953842,534.0200195,111.1004868,523.9299927,264.0561218,514.0200195,458.3259888,504.019989,525.0776367,493.9299927,503.3669434,483.9299927,412.6102905,553.9699707,8.14615345,544.0200195,33.20884323,534.0200195,112.4594955,523.9299927,266.1437378,514.0200195,458.233429,504.019989,526.7648926,493.9299927,508.4483643,483.9299927,411.844635,553.9699707,8.6049757,544.0200195,32.71815491,534.0200195,112.1920242,523.9299927,264.7230225,514.0200195,457.5363464,504.019989,524.0995483,493.9299927,502.9659729,483.9299927,409.7229919
555,8.290622711,545.0700073,32.17029953,535.0700073,109.8476715,525,260.7275085,515.0700073,453.0177917,505.0700073,523.3189697,495,509.3580627,485,421.4016113,555,8.226691246,545.0700073,32.21446609,535.0700073,110.8727646,525,262.4698792,515.0700073,456.842926,505.0700073,524.9087524,495,510.4465027,485,420.3487549,555,8.071886063,545.0700073,31.88747597,535.0700073,109.9408798,525,261.7645264,515.0700073,451.5075378,505.0700073,521.2304688,495,507.9709167,485,421.6323242
556.0200195,8.081817627,545.9699707,31.4773922,535.9699707,107.8684006,526.0599976,256.0102234,515.9699707,448.4531555,505.9700012,522.6077271,496.0599976,513.2998657,486.0599976,431.4665222,556.0200195,8.031752586,545.9699707,31.72759628,535.9699707,109.0396118,526.0599976,257.8071899,515.9699707,450.3562317,505.9700012,523.9278564,496.0599976,515.5706177,486.0599976,431.4040527,556.0200195,8.353258133,545.9699707,31.7639122,535.9699707,108.5009003,526.0599976,257.2377319,515.9699707,448.7236023,505.9700012,520.5313721,496.0599976,512.0501099,486.0599976,431.3399048
557.0499878,7.669046879,547.0100098,31.18517494,537.0100098,105.974968,526.960022,252.1788177,517.0100098,443.3899536,507.0100098,520.8433228,496.9599915,516.201416,486.9599915,440.4031677,557.0499878,8.287620544,547.0100098,31.01172829,537.0100098,106.5176849,526.960022,253.9076843,517.0100098,446.072052,507.0100098,520.6083374,496.9599915,518.5015869,486.9599915,439.7855225,557.0499878,7.951081753,547.0100098,30.74641228,537.0100098,106.5856934,526.960022,253.662262,517.0100098,442.9763794,507.0100098,518.7490234,496.9599915,514.0010376,486.9599915,437.6455078
557.9400024,7.634477615,548.0499878,30.32109451,538.0499878,104.0670242,528.0300293,248.0469208,518.0499878,438.8027039,508.0499878,518.3390503,498.0299988,518.6016235,488.0299988,448.4856262,557.9400024,7.737764835,548.0499878,30.78073311,538.0499878,104.4096909,528.0300293,250.532959,518.0499878,439.3261719,508.0499878,519.2098999,498.0299988,521.1710815,488.0299988,449.066803,557.9400024,8.100926399,548.0499878,30.67938042,538.0499878,104.6412125,528.0300293,249.4261475,518.0499878,437.3985291,508.0499878,517.1146851,498.0299988,518.9904785,488.0299988,446.1937256
558.9699707,7.747459888,548.9500122,30.16924477,538.9500122,103.0848236,528.9299927,245.2457123,518.9500122,434.460022,508.9500122,515.2483521,498.9299927,519.5720215,488.9299927,454.1958618,558.9699707,7.919981956,548.9500122,30.12182999,538.9500122,103.4894485,528.9299927,247.8428192,518.9500122,435.7147827,508.9500122,516.5075684,498.9299927,521.8239136,488.9299927,455.6751709,558.9699707,7.884984016,548.9500122,30.0320549,538.9500122,102.3179092,528.9299927,245.9442444,518.9500122,433.3810425,508.9500122,513.6135254,498.9299927,519.328125,488.9299927,451.7700195
560,7.381317139,550,29.26682854,540,101.2884445,530,241.5226288,520,428.0733643,510,512.319519,500,521.4616699,490,461.8000183,560,7.665743351,550,29.70496178,540,100.9911423,530,243.597641,520,428.9790039,510,512.6594849,500,523.5036621,490,462.9868774,560,7.592658997,550,29.49223709,540,101.2445374,530,242.1076508,520,427.7647705,510,511.210144,500,519.9277344,490,461.3638916
561.039978,7.541487694,551.0200195,28.71915245,541.039978,97.94168091,531.039978,236.7178345,521.0599976,421.9512329,511.0400085,509.558075,501.0400085,521.9414063,491.0599976,470.2567139,561.039978,7.573304176,551.0200195,28.96621895,541.039978,99.49634552,531.039978,239.7409821,521.0599976,424.3670349,511.0400085,509.4752197,501.0400085,525.5267944,491.0599976,471.813446,561.039978,7.372371674,551.0200195,29.02984047,541.039978,98.29150391,531.039978,239.0385895,521.0599976,422.0243225,511.0400085,507.4200745,501.0400085,522.5921631,491.0599976,467.8371887
561.9400024,7.225964546,552.0499878,28.18760872,541.9400024,96.38605499,531.9400024,232.9234314,521.960022,416.8204956,511.9400024,504.0646057,501.9400024,523.8031006,491.9599915,474.9418945,561.9400024,7.371873856,552.0499878,28.43666649,541.9400024,97.82730865,531.9400024,234.4821625,521.960022,418.6706543,511.9400024,506.0845642,501.9400024,523.6295776,491.9599915,475.865509,561.9400024,7.595436573,552.0499878,28.30890274,541.9400024,97.07868195,531.9400024,234.2254486,521.960022,417.5788879,511.9400024,503.3586731,501.9400024,522.7682495,491.9599915,475.5616455
